qid,leader,ccode,iso3,country,start_year,end_year,term_limits_absent,president_for_life,family_in_govt,political_killings,military_executive,judicial_purges,const_disregard,no_leg_constraint,places_named,grandiose_titles,monuments,birthday_holiday,hagiography,cult_of_personality,currency_portrait,oath_to_person
Q128956,Wilson,200,GBR,United Kingdom,1964,1970,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
Q128967,Heath,200,GBR,United Kingdom,1970,1974,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q128956,Wilson,200,GBR,United Kingdom,1974,1976,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
Q9576,Callaghan,200,GBR,United Kingdom,1976,1979,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Q7416,Thatcher,200,GBR,United Kingdom,1979,1990,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
Q9559,Major,200,GBR,United Kingdom,1990,1997,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Q9545,Blair,200,GBR,United Kingdom,1997,2007,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
Q381690,Costello,205,IRL,Ireland,1948,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q381690,Costello,205,IRL,Ireland,1954,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q381681,Lynch,205,IRL,Ireland,1966,1973,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Q381681,Lynch,205,IRL,Ireland,1977,1979,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Q333735,Haughey,205,IRL,Ireland,1979,1981,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Q1425313,Fitzgerald,205,IRL,Ireland,1981,1982,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q333735,Haughey,205,IRL,Ireland,1982,1982,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Q1425313,Fitzgerald,205,IRL,Ireland,1982,1987,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q333735,Haughey,205,IRL,Ireland,1987,1992,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Q735519,Beel,210,NLD,Netherlands,1946,1948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12769,Drees,210,NLD,Netherlands,1948,1958,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q735519,Beel,210,NLD,Netherlands,1958,1959,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q781813,de Quay,210,NLD,Netherlands,1959,1963,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q719701,Marijnen,210,NLD,Netherlands,1963,1965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q736026,Cals,210,NLD,Netherlands,1965,1966,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q380970,Zijlstra,210,NLD,Netherlands,1966,1967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q345481,De Jong,210,NLD,Netherlands,1967,1971,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q471204,Biesheuvel,210,NLD,Netherlands,1971,1973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q318320,den Uyl,210,NLD,Netherlands,1973,1977,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Q318334,van Agt,210,NLD,Netherlands,1977,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q159840,Lubbers,210,NLD,Netherlands,1982,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q221411,Kok,210,NLD,Netherlands,1994,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q133386,Jan Peter Balkenende,210,NLD,Netherlands,2002,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q57792,M. Rutte,210,NLD,Netherlands,2010,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q313809,Martens,211,BEL,Belgium,1979,1981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q349477,"Eyskens, M.",211,BEL,Belgium,1981,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q313809,Martens,211,BEL,Belgium,1981,1992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q950958,Charles Michel,211,BEL,Belgium,2014,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q945927,Dupong,212,LUX,Luxembourg,1945,1953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q315685,Bech,212,LUX,Luxembourg,1953,1958,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Q706106,Frieden,212,LUX,Luxembourg,1958,1959,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q315661,Werner,212,LUX,Luxembourg,1959,1974,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q295128,Thorn G.,212,LUX,Luxembourg,1974,1979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q315661,Werner,212,LUX,Luxembourg,1979,1984,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q39659,Santer,212,LUX,Luxembourg,1984,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q561213,Xavier Bettel,212,LUX,Luxembourg,2013,2015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q312026,Bidault,220,FRA,France,1946,1946,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q328235,Ramadier,220,FRA,France,1947,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q15981,Schuman,220,FRA,France,1947,1948,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
Q15981,Schuman,220,FRA,France,1948,1948,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
Q455655,Queuille,220,FRA,France,1948,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q312026,Bidault,220,FRA,France,1949,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q455655,Queuille,220,FRA,France,1950,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q455655,Queuille,220,FRA,France,1951,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q327013,Faure,220,FRA,France,1952,1952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q356724,Pinay,220,FRA,France,1952,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q328240,Laniel,220,FRA,France,1953,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q327013,Faure,220,FRA,France,1955,1956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q314006,Mollet,220,FRA,France,1956,1957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q328504,Pflimin,220,FRA,France,1958,1958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q2042,De Gaulle,220,FRA,France,1958,1969,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0
Q12950,Poher,220,FRA,France,1969,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2185,Pompidou,220,FRA,France,1969,1974,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
Q12950,Poher,220,FRA,France,1974,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2105,Chirac,220,FRA,France,1995,2007,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
Q157,Hollande,220,FRA,France,2012,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q115442,Doris Leuthard,225,CHE,Switzerland,2010,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q122991,Simonetta Sommaruga,225,CHE,Switzerland,2015,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q19943,Juan Carlos,230,ESP,Spain,1975,1975,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0
Q365172,Arias Navarro,230,ESP,Spain,1975,1976,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Q310870,Caetano,235,PRT,Portugal,1968,1974,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Q5054729,Cavaco Silva,235,PRT,Portugal,2006,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q2492,Adenauer,260,DEU,Germany,1949,1963,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Q2496,Erhard,260,DEU,Germany,1963,1966,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q2512,Kiesinger,260,DEU,Germany,1966,1969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q2514,Brandt,260,DEU,Germany,1969,1974,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Q2516,Schmidt,260,DEU,Germany,1974,1982,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Q2518,Kohl,260,DEU,Germany,1982,1998,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Q65917,Wilhelm Pieck,265,DEU,Germany,1946,1950,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Q2628,Ulbricht,265,DEU,Germany,1950,1971,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0
Q2607,Honecker,265,DEU,Germany,1971,1989,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
Q2602,Krenz,265,DEU,Germany,1989,1989,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Q545740,Ochab,290,POL,Poland,1956,1956,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Q312185,Gierek,290,POL,Poland,1970,1980,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Q55834,Jaruzelski,290,POL,Poland,1981,1990,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
Q11726,Renner,305,AUT,Austria,1945,1945,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Q29008,Gorbach,305,AUT,Austria,1961,1964,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q241131,Klaus,305,AUT,Austria,1964,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q44517,Kreisky,305,AUT,Austria,1970,1983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q84190,Sinowatz,305,AUT,Austria,1983,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q158123,Vranitzky,305,AUT,Austria,1986,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q78538,Klima,305,AUT,Austria,1997,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q177917,Nagy,310,HUN,Hungary,1956,1956,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0
Q155684,Horn,310,HUN,Hungary,1994,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q57641,Orban,310,HUN,Hungary,1998,2002,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Q57641,Orban,310,HUN,Hungary,2010,2015,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Q296054,Gottwald,315,CZE,Czechoslovakia,1948,1953,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0
Q241131,Klaus,316,CZE,Czech Republic,1993,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q32777,Spidla,316,CZE,Czech Republic,2002,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q348896,Stanislav Gross,316,CZE,Czech Republic,2004,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q471315,Parri,325,ITA,Italy,1945,1945,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
Q153832,de Gasperi,325,ITA,Italy,1945,1953,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Q320963,Pella,325,ITA,Italy,1953,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q273228,Fanfani,325,ITA,Italy,1954,1954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q367342,Scelba,325,ITA,Italy,1954,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1240,Segni,325,ITA,Italy,1955,1957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Q366104,Zoli,325,ITA,Italy,1957,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q273228,Fanfani,325,ITA,Italy,1958,1959,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q1240,Segni,325,ITA,Italy,1959,1960,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Q314004,Tambroni,325,ITA,Italy,1960,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q273228,Fanfani,325,ITA,Italy,1960,1963,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q1235,Leone,325,ITA,Italy,1963,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q171834,Moro,325,ITA,Italy,1963,1968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q1235,Leone,325,ITA,Italy,1968,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q316288,Rumor,325,ITA,Italy,1968,1970,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q312058,Colombo,325,ITA,Italy,1970,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q50005,Andreotti,325,ITA,Italy,1972,1973,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Q316288,Rumor,325,ITA,Italy,1973,1974,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q171834,Moro,325,ITA,Italy,1974,1976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q50005,Andreotti,325,ITA,Italy,1976,1979,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Q1230,Cossiga,325,ITA,Italy,1979,1980,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q434786,Forlani,325,ITA,Italy,1980,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q332709,Spadolini,325,ITA,Italy,1981,1982,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Q273228,Fanfani,325,ITA,Italy,1982,1983,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q192818,Craxi,325,ITA,Italy,1983,1987,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
Q273228,Fanfani,325,ITA,Italy,1987,1987,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q336259,Goria,325,ITA,Italy,1987,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q316226,Mita,325,ITA,Italy,1988,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q50005,Andreotti,325,ITA,Italy,1989,1992,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Q202209,Amato,325,ITA,Italy,1992,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1224,Ciampi,325,ITA,Italy,1993,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11860,Berlusconi,325,ITA,Italy,1994,1995,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Q208100,Dini,325,ITA,Italy,1995,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q38484,Prodi,325,ITA,Italy,1996,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q202209,Amato,325,ITA,Italy,2000,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11860,Berlusconi,325,ITA,Italy,2001,2006,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Q983140,Olivier,338,MLT,Malta,1962,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q167307,Mintoff,338,MLT,Malta,1971,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Q152511,Adami,338,MLT,Malta,1987,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q152511,Adami,338,MLT,Malta,1998,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q156833,Alia,339,ALB,Albania,1985,1992,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
Q57625,Berisha,339,ALB,Albania,1992,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q311596,Fatos Nano,339,ALB,Albania,1997,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q381214,Majko,339,ALB,Albania,1998,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q381214,Majko,339,ALB,Albania,2002,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q311596,Fatos Nano,339,ALB,Albania,2002,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1990673,Nikola Kljusev,343,MKD,North Macedonia,1991,1992,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q162983,Radmila Sekerinska,343,MKD,North Macedonia,2004,2004,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q162983,Radmila Sekerinska,343,MKD,North Macedonia,2004,2004,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q57766,Gruevski,343,MKD,North Macedonia,2006,2014,,,0,0,0,1,0,0,0,0,0,0,0,0,1,
Q3176299,Kolinda Grabar-Kitarovic,344,HRV,Croatia,2015,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9161,Tito,345,SRB,Yugoslavia/Serbia,1945,1980,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0
Q470687,Kolisevski,345,SRB,Yugoslavia/Serbia,1980,1980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q431413,Svetozar Marovic,345,SRB,Yugoslavia/Serbia,2003,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q355737,Jelavic,346,BIH,Bosnia,1999,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q470649,Borislav Paravac,346,BIH,Bosnia,2003,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q559756,Dragan Covic,346,BIH,Bosnia,2003,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q361173,Sulejman Tihic,346,BIH,Bosnia,2004,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q470649,Borislav Paravac,346,BIH,Bosnia,2004,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q361173,Sulejman Tihic,346,BIH,Bosnia,2006,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q297825,Zeljko Komsic,346,BIH,Bosnia,2007,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q57381,Silajdzic,346,BIH,Bosnia,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q297825,Zeljko Komsic,346,BIH,Bosnia,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q57381,Silajdzic,346,BIH,Bosnia,2010,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q297825,Zeljko Komsic,346,BIH,Bosnia,2011,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q312355,Bakir Izetbegovic,346,BIH,Bosnia,2014,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q559756,Dragan Covic,346,BIH,Bosnia,2015,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q434177,Bajuk,349,SVN,Slovenia,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q464922,Anton Rop,349,SVN,Slovenia,2002,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q206471,Borut Pahor,349,SVN,Slovenia,2008,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q57627,Janez Jansa,349,SVN,Slovenia,2012,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q3739767,Bratusek,349,SVN,Slovenia,2013,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q449445,Plastiras,350,GRC,Greece,1945,1945,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q1258656,Voulgaris,350,GRC,Greece,1945,1945,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q31280,Damaskinos,350,GRC,Greece,1945,1945,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q1392087,Poulitsas,350,GRC,Greece,1946,1946,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q589978,Diomidis,350,GRC,Greece,1949,1950,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q708300,Theotokis,350,GRC,Greece,1950,1950,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Q449445,Plastiras,350,GRC,Greece,1950,1950,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q449445,Plastiras,350,GRC,Greece,1951,1952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q707209,Kiousopoulos,350,GRC,Greece,1952,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q312046,Papagos,350,GRC,Greece,1952,1955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Q156806,Karamanlis,350,GRC,Greece,1955,1958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q728887,Georgakopoulos,350,GRC,Greece,1958,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q156806,Karamanlis,350,GRC,Greece,1958,1961,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q156806,Karamanlis,350,GRC,Greece,1961,1963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q1371543,Pipinelis,350,GRC,Greece,1963,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q181606,Mavromichalis,350,GRC,Greece,1963,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1371474,Tsirimokos,350,GRC,Greece,1965,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q156505,Papadopoulos,350,GRC,Greece,1967,1973,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Q156806,Karamanlis,350,GRC,Greece,1974,1980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q252657,Georgios Rallis,350,GRC,Greece,1980,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q219256,A. Papandreou,350,GRC,Greece,1981,1989,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Q316235,Tzannetakis,350,GRC,Greece,1989,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q318009,Zolotas,350,GRC,Greece,1989,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q552751,Mitsotakis,350,GRC,Greece,1990,1993,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Q219256,A. Papandreou,350,GRC,Greece,1993,1995,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Q156806,Konstantinos Karamanlis,350,GRC,Greece,2004,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q311207,Georgios Papandreou,350,GRC,Greece,2009,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q318492,Panagiotis Pikrammenos,350,GRC,Greece,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q312015,Alexis Tsipras,350,GRC,Greece,2015,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q153509,Makarios,352,CYP,Cyprus,1960,1974,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Q153509,Makarios,352,CYP,Cyprus,1974,1977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q552389,Kyprianou,352,CYP,Cyprus,1977,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q200776,Tassos Nikolaou Papadopoulos,352,CYP,Cyprus,2003,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q57334,Dimitris Christofias,352,CYP,Cyprus,2008,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q155074,Georgi Dimitrov,355,BGR,Bulgaria,1946,1949,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0
Q28517,Zhivkov,355,BGR,Bulgaria,1956,1989,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0
Q81144,Mladenov,355,BGR,Bulgaria,1989,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q473526,Filip Dimitrov,355,BGR,Bulgaria,1991,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q271473,Indzhova,355,BGR,Bulgaria,1994,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q202117,Stanishev,355,BGR,Bulgaria,2005,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q57775,Boyko Borisov,355,BGR,Bulgaria,2009,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q57775,Boyko Borisov,355,BGR,Bulgaria,2014,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q355874,Lucinschi,359,MDA,Moldova,1997,2001,,,1,0,0,0,0,0,0,0,0,0,0,0,0,
Q1371619,Pirlog,359,MDA,Moldova,2009,2009,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q57685,Vlad Filat,359,MDA,Moldova,2009,2013,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q58087,Iurie Leanca,359,MDA,Moldova,2013,2015,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q19281444,Chiril Gaburici,359,MDA,Moldova,2015,2015,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q6968023,Natalia Gherman,359,MDA,Moldova,2015,2015,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q7911417,Valeriu Strelet,359,MDA,Moldova,2015,2015,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q126660,Stolojan,360,ROU,Romania,1991,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q370856,Ciorbea,360,ROU,Romania,1996,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
