qid,leader,ccode,iso3,country,start_year,end_year,term_limits_absent,president_for_life,family_in_govt,political_killings,military_executive,judicial_purges,const_disregard,no_leg_constraint,places_named,grandiose_titles,monuments,birthday_holiday,hagiography,cult_of_personality,currency_portrait,oath_to_person
Q352004,Vasile,360,ROU,Romania,1998,1999,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Q1957518,Eugen Bejinariu,360,ROU,Romania,2004,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q440970,Crin Antonescu,360,ROU,Romania,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q127442,Chernenko,365,RUS,Russia,1984,1985,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0
Q30487,Gorbachev,365,RUS,Russia,1985,1991,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0
Q34453,Yeltsin,365,RUS,Russia,1991,1999,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
Q7747,Putin,365,RUS,Russia,2000,2015,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0
Q307473,Laar,366,EST,Estonia,1992,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q307473,Laar,366,EST,Estonia,1999,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q3785077,Roivas,366,EST,Estonia,2014,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q210822,Godmanis,367,LVA,Latvia,1990,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q960031,Birkavs,367,LVA,Latvia,1993,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q540255,Indulis Emsis,367,LVA,Latvia,2004,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q210715,Aigars Kalvitis,367,LVA,Latvia,2004,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q57630,Dombrovskis,367,LVA,Latvia,2009,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q164582,Landsbergis,368,LTU,Lithuania,1990,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q212751,Brazauskas,368,LTU,Lithuania,1992,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q153167,Adamkus,368,LTU,Lithuania,1998,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q296956,Paksas,368,LTU,Lithuania,2003,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q57379,Grybauskaite,368,LTU,Lithuania,2009,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q189732,Kravchuk,369,UKR,Ukraine,1990,1994,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Q629702,Kuchma,369,UKR,Ukraine,1994,2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q16054880,Yanukovych,369,UKR,Ukraine,2010,2014,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Q15850,Oleksandr Turchynov,369,UKR,Ukraine,2014,2014,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
Q58077,Petro Poroshenko,369,UKR,Ukraine,2014,2015,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
Q2866,Lukashenko,370,BLR,Belarus,1994,2015,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0
Q612949,Ter-Petrosyan,371,ARM,Armenia,1991,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q613051,Kocharian,371,ARM,Armenia,1998,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q218435,Gamsakhurdia,372,GEO,Georgia,1991,1992,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
Q969062,Ioseliani,372,GEO,Georgia,1992,1992,1,1,0,1,0,0,1,,0,0,0,0,0,0,0,0
Q151929,Shevardnadze,372,GEO,Georgia,1992,2003,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Q229493,Burdjanadze,372,GEO,Georgia,2003,2004,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Q43330,Saakashvili,372,GEO,Georgia,2004,2007,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q157451,H. Aliyev,373,AZE,Azerbaijan,1993,2003,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0
Q57371,Ilhma Aliyev,373,AZE,Azerbaijan,2003,2015,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Q202171,Paasikivi,375,FIN,Finland,1946,1956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Q179858,Kekkonen,375,FIN,Finland,1956,1981,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
Q29021,Koivisto,375,FIN,Finland,1981,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q29230,Marthi Ahtisaari,375,FIN,Finland,1994,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q29213,Halonen,375,FIN,Finland,2000,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q29207,Sauli Niinistö,375,FIN,Finland,2012,2015,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Q53707,Erlander,380,SWE,Sweden,1946,1969,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
Q53713,Palme,380,SWE,Sweden,1969,1976,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Q53733,Ullsten,380,SWE,Sweden,1978,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q53713,Palme,380,SWE,Sweden,1982,1986,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Q53740,Carlsson,380,SWE,Sweden,1986,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q52922,Bildt,380,SWE,Sweden,1991,1994,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q53740,Carlsson,380,SWE,Sweden,1994,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q52920,Reinfeldt,380,SWE,Sweden,2006,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Q2740012,Stefan Löfven,380,SWE,Sweden,2014,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q317659,Nygaardsvold,385,NOR,Norway,1945,1945,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Q164346,Gerhardsen,385,NOR,Norway,1945,1951,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Q164346,Gerhardsen,385,NOR,Norway,1955,1963,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Q164346,Gerhardsen,385,NOR,Norway,1963,1965,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Q380659,Borten,385,NOR,Norway,1965,1971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q317412,Korvald,385,NOR,Norway,1972,1973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q337295,Nordli,385,NOR,Norway,1976,1981,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q133009,Brundtland,385,NOR,Norway,1981,1981,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q133009,Brundtland,385,NOR,Norway,1986,1989,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q311421,Syse,385,NOR,Norway,1989,1990,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q133009,Brundtland,385,NOR,Norway,1990,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q207655,Bondevik,385,NOR,Norway,1997,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q207655,Bondevik,385,NOR,Norway,1998,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q57665,Stoltenberg,385,NOR,Norway,2000,2001,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Q207655,Bondevik,385,NOR,Norway,2001,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q57665,Stoltenberg,385,NOR,Norway,2005,2013,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Q664052,Buhl,390,DNK,Denmark,1945,1945,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Q1335084,Kristensen,390,DNK,Denmark,1945,1947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q503087,Hedtoft,390,DNK,Denmark,1947,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q710950,Eriksen,390,DNK,Denmark,1950,1953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q503087,Hedtoft,390,DNK,Denmark,1953,1955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q721358,Hansen,390,DNK,Denmark,1955,1960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q918287,Kampmann,390,DNK,Denmark,1960,1962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q441330,Krag,390,DNK,Denmark,1962,1968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q727237,Baunsgaard,390,DNK,Denmark,1968,1971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q441330,Krag,390,DNK,Denmark,1971,1972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q348901,Hartling,390,DNK,Denmark,1973,1975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q311063,Nyrup Rasmussen,390,DNK,Denmark,1993,2001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q46052,Fogh Rasmussen,390,DNK,Denmark,2001,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q182397,Lars Løkke Rasmussen,390,DNK,Denmark,2009,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q57652,Thorning-Schmidt,390,DNK,Denmark,2011,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q182397,Lars Løkke Rasmussen,390,DNK,Denmark,2015,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q360353,Benediktsson,395,ISL,Iceland,1963,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q984037,Thoroddsen,395,ISL,Iceland,1980,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q208879,Halldor Asgrimsson,395,ISL,Iceland,2004,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q57772,Sigurdardottir,395,ISL,Iceland,2009,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q107431,Pires,402,CPV,Cape Verde,1975,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q715042,Correia Seabra,404,GNB,Guinea-Bissau,2003,2003,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Q286130,Henrique Pereira Rosa,404,GNB,Guinea-Bissau,2003,2005,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Q314538,Raimundo Pereira,404,GNB,Guinea-Bissau,2012,2012,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Q3075634,Mamadu Ture Kuruma,404,GNB,Guinea-Bissau,2012,2012,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Q57424,Manuel Serifo Nhamadjo,404,GNB,Guinea-Bissau,2012,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q732636,Bonifacio Ondo Edu,411,GIN,Guinea,1963,1968,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
Q57385,Nguema Mbasogo,411,GIN,Guinea,1979,2015,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0
Q312716,Jawara,420,GMB,Gambia,1965,1994,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Q57356,Jammeh,420,GMB,Gambia,1994,2015,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
Q100280563,Traore,432,MLI,Mali,1968,1991,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Q372679,Amadou Sanogo,432,MLI,Mali,2012,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q372780,Dioncounda Traore,432,MLI,Mali,2012,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q324108,Ibrahim Boubacar Keita,432,MLI,Mali,2013,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q219728,Diouf,433,SEN,Senegal,1981,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q106963,Abdoulaye Wade,433,SEN,Senegal,2000,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q336242,Maga,434,BEN,Benin,1960,1963,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Q336218,Soglo,434,BEN,Benin,1963,1964,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Q888596,Congacou,434,BEN,Benin,1965,1965,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Q336218,Soglo,434,BEN,Benin,1965,1967,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Q888400,Kouandete,434,BEN,Benin,1969,1969,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0
Q881211,Paul-Emile de Souza,434,BEN,Benin,1969,1970,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0
Q336242,Maga,434,BEN,Benin,1970,1972,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0
Q438852,Ahomadegbe,434,BEN,Benin,1972,1972,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0
Q29196,Yayi Boni,434,BEN,Benin,2006,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q345385,Ould Daddah,435,MRT,Mauritania,1960,1978,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Q451521,Ould Mohamed Vall,435,MRT,Mauritania,2005,2007,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Q314355,Diori,436,NER,Niger,1960,1974,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Q220227,Mamadou Tandja,436,NER,Niger,1999,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q1674799,Issoufou,436,NER,Niger,2011,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q179242,Laurent Gbagbo,437,CIV,Ivory Coast,2000,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Q57413,Ouattara,437,CIV,Ivory Coast,2011,2015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Q718245,Beavogui,438,GIN,Guinea,1984,1984,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
Q323086,Sompare,438,GIN,Guinea,2008,2008,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Q314271,Dadis Camara,438,GIN,Guinea,2008,2009,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Q718230,Sekouba Konate,438,GIN,Guinea,2009,2010,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Q529272,Lamizana,439,BFA,Burkina Faso,1966,1971,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Q605414,Gerard Kango Ouedraogo,439,BFA,Burkina Faso,1971,1974,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
Q529272,Lamizana,439,BFA,Burkina Faso,1974,1980,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Q202155,Sankara,439,BFA,Burkina Faso,1983,1987,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0
Q599988,Roch Marc Christian Kabore,439,BFA,Burkina Faso,2015,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q294618,Doe,450,LBR,Liberia,1980,1990,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
Q888828,Sankawulo,450,LBR,Liberia,1995,1996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Q461668,Ruth Perry,450,LBR,Liberia,1996,1997,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Q561542,Moses Zeh Blah,450,LBR,Liberia,2003,2003,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Q43179,Johnson Sirleaf,450,LBR,Liberia,2006,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q879302,"Margai,M",451,SLE,Sierra Leone,1961,1964,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Q359490,"Margai, A",451,SLE,Sierra Leone,1964,1967,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Q515657,Stevens,451,SLE,Sierra Leone,1968,1985,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Q887812,Momoh,451,SLE,Sierra Leone,1985,1992,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0
Q336297,Kabbah,451,SLE,Sierra Leone,1996,1997,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
Q888792,Koroma,451,SLE,Sierra Leone,1997,1998,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
Q336297,Kabbah,451,SLE,Sierra Leone,1998,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Q8620,Nkrumah,452,GHA,Ghana,1952,1966,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0
Q356728,Ankrah,452,GHA,Ghana,1966,1969,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Q424377,Afrifa,452,GHA,Ghana,1969,1969,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
Q472593,Acheampong,452,GHA,Ghana,1972,1978,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Q718234,Akuffo,452,GHA,Ghana,1978,1979,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Q51002,Rawlings,452,GHA,Ghana,1979,1979,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Q50997,Limann,452,GHA,Ghana,1979,1981,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Q51002,Rawlings,452,GHA,Ghana,1981,2001,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
Q51005,John Agyekum Kufuor,452,GHA,Ghana,2001,2009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q50678,John Mahama,452,GHA,Ghana,2012,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Q561303,Grunitzky,461,TGO,Togo,1963,1967,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Q4414,Faure Gnassingbe,461,TGO,Togo,2005,2005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q305669,Bonfoh,461,TGO,Togo,2005,2005,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Q4414,Faure Gnassingbe,461,TGO,Togo,2005,2015,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q298718,Ahidjo,471,CMR,Cameroon,1960,1982,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
Q57272,Biya,471,CMR,Cameroon,1982,2015,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Q335684,Balewa,475,NGA,Nigeria,1960,1966,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Q354695,Gowon,475,NGA,Nigeria,1966,1975,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
Q373628,Ramat Mohammed,475,NGA,Nigeria,1975,1976,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
Q202006,Obasanjo,475,NGA,Nigeria,1976,1979,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
Q361567,Buhari,475,NGA,Nigeria,1983,1985,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0
Q333415,Babangida,475,NGA,Nigeria,1985,1993,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
Q471351,Shonekan,475,NGA,Nigeria,1993,1993,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Q207942,Abacha,475,NGA,Nigeria,1993,1998,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
Q262346,Abubakar,475,NGA,Nigeria,1998,1999,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Q202006,Obasanjo,475,NGA,Nigeria,1999,2007,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Q111149753,Yar'Adua,475,NGA,Nigeria,2007,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Q57380,Goodluck Jonathan,475,NGA,Nigeria,2010,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Q172083,Bongo,481,GAB,Gabon,1967,2009,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0
Q270645,Rose Francine Rogombe,481,GAB,Gabon,2009,2009,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Q57521,Ali Bongo Ondimba,481,GAB,Gabon,2009,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q310860,Dacko,482,CAF,Central African Republic,1960,1966,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Q310860,Dacko,482,CAF,Central African Republic,1979,1981,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Q57452,Francois Bozize,482,CAF,Central African Republic,2003,2013,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Q15633683,Catherine Samba-Panza,482,CAF,Central African Republic,2014,2015,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Q548636,Oueddei,483,TCD,Chad,1979,1982,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Q454025,Ngouabi,484,COG,Congo-Brazzaville,1969,1977,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
Q57418,Nguesso,484,COG,Congo-Brazzaville,1979,1992,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Q379725,Lissouba,484,COG,Congo-Brazzaville,1992,1997,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q57418,Nguesso,484,COG,Congo-Brazzaville,1997,2015,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Q161672,Lumumba,490,COD,Congo-Kinshasa,1960,1960,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0
Q164535,Mobutu,490,COD,Congo-Kinshasa,1960,1960,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0
Q206048,Kasavubu,490,COD,Congo-Kinshasa,1960,1965,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Q164535,Mobutu,490,COD,Congo-Kinshasa,1965,1997,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0
Q57416,Joseph Kabila,490,COD,Congo-Kinshasa,2001,2015,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Q210069,Obote,500,UGA,Uganda,1962,1971,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
Q452024,Yusuf Lule,500,UGA,Uganda,1979,1979,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Q497412,Paulo Muwanga,500,UGA,Uganda,1980,1980,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Q210069,Obote,500,UGA,Uganda,1980,1985,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
Q57274,Museveni,500,UGA,Uganda,1986,2015,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Q173563,Kenyatta,501,KEN,Kenya,1963,1978,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0
Q193492,Moi,501,KEN,Kenya,1978,2002,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0
Q57291,Mwai Kibaki,501,KEN,Kenya,2002,2013,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
Q196070,Uhuru Kenyatta,501,KEN,Kenya,2013,2015,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Q186525,Nyerere,510,TZA,Tanzania,1961,1985,,,0,0,0,0,0,0,1,1,1,1,1,1,0,
Q361581,Mwinyi,510,TZA,Tanzania,1985,1995,,,1,0,0,0,0,0,0,0,0,0,0,0,0,
Q320156,Mkapa,510,TZA,Tanzania,1995,2005,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q57488,Kikwete,510,TZA,Tanzania,2005,2015,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q5018756,John Magufuli,510,TZA,Tanzania,2015,2015,,,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q627267,Mwambutsa,516,BDI,Burundi,1962,1966,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Q627261,Ntare,516,BDI,Burundi,1966,1966,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Q282359,Micombero,516,BDI,Burundi,1966,1976,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Q380916,Buyoya,516,BDI,Burundi,1987,1993,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Q457201,Ndadaye,516,BDI,Burundi,1993,1993,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
Q380916,Buyoya,516,BDI,Burundi,1996,2003,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Q358332,Ndayizeye,516,BDI,Burundi,2003,2005,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Q57343,Nkurunziza,516,BDI,Burundi,2005,2015,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
Q557995,Kayibanda,517,RWA,Rwanda,1961,1973,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
Q888967,Sindikubwabo,517,RWA,Rwanda,1994,1994,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Q1231345,Paul Kagame,517,RWA,Rwanda,1994,2015,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
Q157197,Osman Daar,520,SOM,Somalia,1960,1967,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Q308215,Shermarke,520,SOM,Somalia,1967,1969,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q209828,Siad Barre,520,SOM,Somalia,1969,1991,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0
Q319153,Hassan Sheikh Mohamud,520,SOM,Somalia,2012,2015,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Q297667,Gouled Aptidon,522,DJI,Djibouti,1977,1999,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Q57390,Guelleh,522,DJI,Djibouti,1999,2015,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Q262589,Gebre Kidan,530,ETH,Ethiopia,1991,1991,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
