qid,leader,ccode,iso3,country,start_year,end_year,term_limits_absent,president_for_life,family_in_govt,political_killings,military_executive,judicial_purges,const_disregard,no_leg_constraint,places_named,grandiose_titles,monuments,birthday_holiday,hagiography,cult_of_personality,currency_portrait,oath_to_person
Q161184,Meles Zenawi,530,ETH,Ethiopia,1991,2012,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0
Q181665,Neto,540,AGO,Angola,1975,1979,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0
Q219918,Machel,541,MOZ,Mozambique,1975,1986,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Q208355,Chissano,541,MOZ,Mozambique,1986,2005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q57392,Guebuza,541,MOZ,Mozambique,2005,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5448556,Filipe Nyusi,541,MOZ,Mozambique,2015,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q105480,Kaunda,551,ZMB,Zambia,1964,1991,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Q297057,Chiluba,551,ZMB,Zambia,1991,2002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q212058,Levy Mwanawasa,551,ZMB,Zambia,2002,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q18352991,Edgar Lungu,551,ZMB,Zambia,2015,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q313424,Smith,552,ZWE,Zimbabwe,1965,1979,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Q318479,Muzorewa,552,ZWE,Zimbabwe,1979,1979,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Q10707,Mugabe,552,ZWE,Zimbabwe,1980,2015,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0
Q184945,Banda,553,MWI,Malawi,1964,1994,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0
Q317107,Muluzi,553,MWI,Malawi,1994,2004,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Q181586,Bingu wa Mutharika,553,MWI,Malawi,2004,2012,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Q57388,Joyce Hilda Banda,553,MWI,Malawi,2012,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Q7176020,Peter Mutharika,553,MWI,Malawi,2014,2015,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
Q359536,Strijdom,560,ZAF,South Africa,1954,1958,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Q380398,Swart,560,ZAF,South Africa,1958,1958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q297000,Verwoerd,560,ZAF,South Africa,1958,1966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q313903,Vorster,560,ZAF,South Africa,1966,1978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q212286,Botha,560,ZAF,South Africa,1978,1989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Q1077326,Heunis,560,ZAF,South Africa,1989,1989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q212286,Botha,560,ZAF,South Africa,1989,1989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Q151813,deKlerk,560,ZAF,South Africa,1989,1994,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Q8023,Mandela,560,ZAF,South Africa,1994,1999,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0
Q101547,Mbeki,560,ZAF,South Africa,1999,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q152327,Motlanthe,560,ZAF,South Africa,2008,2009,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Q154104,Nujoma,565,NAM,Namibia,1990,2005,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Q57469,Pohamba,565,NAM,Namibia,2005,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1568274,Hage Geingob,565,NAM,Namibia,2015,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q1347953,Jonathan,570,LSO,Lesotho,1966,1986,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Q1397999,Lekhanya,570,LSO,Lesotho,1986,1991,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Q57537,Letsie III,570,LSO,Lesotho,1994,1994,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
Q57732,Mosisili,570,LSO,Lesotho,1998,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q983971,Thabane,570,LSO,Lesotho,2012,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q219962,Khama,571,BWA,Botswana,1966,1980,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Q310574,Masire,571,BWA,Botswana,1980,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q193238,Mogae,571,BWA,Botswana,1998,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q57449,Ian Khama,571,BWA,Botswana,2008,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Q273259,Dzeliwe Shongwe,572,SWZ,Eswatini,1982,1983,,,0,0,0,0,0,1,0,1,0,0,0,0,0,
Q57340,Mswati,572,SWZ,Eswatini,1986,2015,,,1,0,0,0,0,0,0,1,0,0,0,0,0,
Q365387,Ramanantsoa,580,MDG,Madagascar,1972,1975,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Q878859,Gilles Andriamahazo,580,MDG,Madagascar,1975,1975,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Q315953,Ratsiraka,580,MDG,Madagascar,1975,1993,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
Q559672,Zafy,580,MDG,Madagascar,1993,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q315953,Ratsiraka,580,MDG,Madagascar,1997,2002,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Q155554,Marc Ravalomanana,580,MDG,Madagascar,2002,2009,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Q57363,Rajoelina,580,MDG,Madagascar,2009,2014,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Q401076,Abdallah,581,UNK,COW-581,1975,1975,,,0,1,1,1,1,1,0,0,0,0,0,0,0,
Q2166580,Ramgoolam,590,MUS,Mauritius,1968,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q217566,Anerood Jugnauth,590,MUS,Mauritius,1982,1995,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Q217566,Anerood Jugnauth,590,MUS,Mauritius,2000,2003,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Q57836,Navin Ramgoolam,590,MUS,Mauritius,2005,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q193874,Mohammed V,600,MAR,Morocco,1956,1961,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0
Q69103,Hassan II,600,MAR,Morocco,1961,1999,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0
Q57553,Muhammad VI,600,MAR,Morocco,1999,2015,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0
Q2679301,Ben Khedda,615,DZA,Algeria,1962,1962,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Q310855,Boumedienne,615,DZA,Algeria,1965,1978,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0
Q327414,Bitat,615,DZA,Algeria,1978,1979,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
Q314688,Benjedid,615,DZA,Algeria,1979,1992,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Q314691,Boudiaf,615,DZA,Algeria,1992,1992,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
Q327127,Zeroual,615,DZA,Algeria,1994,1999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Q57308,Bouteflika,615,DZA,Algeria,1999,2015,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Q643348,Ben Ali Bourguiba,616,TUN,Tunisia,1957,1987,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0
Q204487,Zine Al-Abidine Ben Ali,616,TUN,Tunisia,1987,2011,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0
Q360792,Ghannouchi,616,TUN,Tunisia,2011,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q152369,Mebazaa,616,TUN,Tunisia,2011,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q116430,Idris,620,LBY,Libya,1951,1969,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
Q19878,Qaddafi,620,LBY,Libya,1969,2011,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0
Q659147,Mohammed Ali Salim,620,LBY,Libya,2012,2012,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q57534,Mohammed Magariaf,620,LBY,Libya,2012,2013,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q13410170,Giuma Ahmed Atigha,620,LBY,Libya,2013,2013,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q13550478,Nouri Abusahmain,620,LBY,Libya,2013,2014,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q319216,Abboud,625,SDN,Sudan,1958,1964,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Q387953,Sadiq al-Mahdi,625,SDN,Sudan,1966,1967,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q311798,Nimeiri,625,SDN,Sudan,1969,1971,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Q311798,Nimeiri,625,SDN,Sudan,1971,1985,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Q387953,Sadiq al-Mahdi,625,SDN,Sudan,1986,1989,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q57315,Salva Kiir,626,SSD,South Sudan,2011,2015,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Q123037,Mohammad Mossadeg,630,IRN,Iran,1951,1953,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Q128245,Mohammad Reza,630,IRN,Iran,1953,1979,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0
Q38823,Ayatollah Khomeini,630,IRN,Iran,1979,1989,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0
Q57336,Khamenei,630,IRN,Iran,1989,1989,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0
Q186111,Rafsanjani,630,IRN,Iran,1989,1997,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0
Q1091523,Ahmadinejad,630,IRN,Iran,2005,2013,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Q348144,Rouhani,630,IRN,Iran,2013,2015,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
Q238745,Menderes,640,TUR,Turkey,1950,1960,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
Q243550,Erbakan,640,TUR,Turkey,1996,1997,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Q42852,Abdullah Gul,640,TUR,Turkey,2002,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q149724,Faisal II,645,IRQ,Iraq,1953,1958,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
Q307494,Salem Aref,645,IRQ,Iraq,1963,1966,0,0,0,1,1,1,1,,0,0,0,0,0,0,0,0
Q1316,Saddam Hussein,645,IRQ,Iraq,1979,2003,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0
Q461823,Tommy Ray Franks,645,IRQ,Iraq,2003,2003,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Q313816,Iyad Allawi,645,IRQ,Iraq,2004,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q57673,al-Maliki,645,IRQ,Iraq,2006,2014,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Q5639013,al-Abadi,645,IRQ,Iraq,2014,2015,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Q104392,Naguib,651,EGY,Egypt,1952,1954,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
Q39524,Nasser,651,EGY,Egypt,1954,1970,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
Q42013,Sadat,651,EGY,Egypt,1970,1981,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
Q34105,Mubarak,651,EGY,Egypt,1981,2011,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q4631,Morsi,651,EGY,Egypt,2012,2013,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Q307871,al-Sisi,651,EGY,Egypt,2014,2015,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
Q59471,Shishakli,652,SYR,Syria,1949,1954,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0
Q59981,Kuwatli,652,SYR,Syria,1955,1958,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Q39524,Nasser (president of UAR),652,SYR,Syria,1958,1961,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0
Q44329,Bashar al-Assad,652,SYR,Syria,2000,2015,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0
Q365971,Chamoun,660,LBN,Lebanon,1952,1958,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Q363392,Aoun,660,LBN,Lebanon,1988,1989,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Q118272,Elias Hrawi,660,LBN,Lebanon,1989,1998,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Q206479,Emile Lahoud,660,LBN,Lebanon,1998,2007,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
Q314263,Siniora,660,LBN,Lebanon,2007,2008,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Q146906,Hussein Ibn Talal El-Hashim,663,JOR,Jordan,1952,1999,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
Q37610,Ben Gurion,666,ISR,Israel,1948,1953,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Q208477,Sharett,666,ISR,Israel,1953,1955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q37610,Ben Gurion,666,ISR,Israel,1955,1963,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Q191123,Eshkol,666,ISR,Israel,1963,1969,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Q42992,Meir,666,ISR,Israel,1969,1974,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Q34060,Rabin,666,ISR,Israel,1974,1977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Q57410,Peres,666,ISR,Israel,1977,1977,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Q130873,Begin,666,ISR,Israel,1977,1983,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Q57410,Peres,666,ISR,Israel,1984,1986,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Q34060,Rabin,666,ISR,Israel,1992,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Q57410,Peres,666,ISR,Israel,1995,1996,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Q43723,Netanyahu,666,ISR,Israel,1996,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q125731,Barak,666,ISR,Israel,1999,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q60206,Ariel Sharon,666,ISR,Israel,2001,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Q93181,Olmert,666,ISR,Israel,2006,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q43723,Netanyahu,666,ISR,Israel,2009,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q183187,Fahd,670,SAU,Saudi Arabia,1982,1996,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0
Q57298,Abdullah ibn Abdilaziz,670,SAU,Saudi Arabia,1996,2015,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0
Q367825,Salman bin Abdulaziz Al Saud,670,SAU,Saudi Arabia,2015,2015,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0
Q57480,Abd Rabbuh Mansur Hadi,678,YEM,Yemen,2012,2015,0,0,0,,,,,,0,0,0,0,0,0,0,0
Q1316,Saddam Hussein,690,KWT,Kuwait,1990,1991,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0
Q57331,Qabus Bin Said,698,OMN,Oman,1970,2015,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0
Q310247,Sardar Mohammad Daud Khan,700,AFG,Afghanistan,1953,1963,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0
Q1317228,Mohammad Hashim Maiwandwal,700,AFG,Afghanistan,1965,1967,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q317743,Abdallah Yakta,700,AFG,Afghanistan,1967,1967,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q4665763,Abdul Zahir,700,AFG,Afghanistan,1971,1972,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q1397698,Mohammad Musa Shafiq,700,AFG,Afghanistan,1972,1973,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Q310247,Sardar Mohammad Daud Khan,700,AFG,Afghanistan,1973,1978,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0
Q299559,Taraki,700,AFG,Afghanistan,1978,1979,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0
Q63831,Amin,700,AFG,Afghanistan,1979,1979,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0
Q63827,Karmal,700,AFG,Afghanistan,1979,1986,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Q188667,Burhanuddin Rabbani,700,AFG,Afghanistan,1992,1996,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Q43944,Hamid Karzai,700,AFG,Afghanistan,2001,2014,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Q82918,Niyazov,701,TKM,Turkmenistan,1990,2006,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0
Q558515,Nabiyev,702,TJK,Tajikistan,1991,1992,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Q2828958,Iskandrov,702,TJK,Tajikistan,1992,1992,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Q489893,Akayev,703,KGZ,Kyrgyzstan,1990,2005,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Q485136,Otunbayeva,703,KGZ,Kyrgyzstan,2010,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Q57394,Nazarbayev,705,KAZ,Kazakhstan,1990,2015,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0
Q5816,Mao Tse-Tung,710,CHN,China,1949,1976,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0
Q41570,Hua Guofeng,710,CHN,China,1976,1980,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0
Q16977,Deng Xiaoping,710,CHN,China,1980,1997,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
Q16597,Jiang Zemin,710,CHN,China,1997,2003,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
Q15029,Hu Jintao,710,CHN,China,2003,2012,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
Q10874521,Xi Jinping,710,CHN,China,2012,2015,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Q69612964,Tsedenbal,712,MNG,Mongolia,1952,1984,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Q558706,Batmonh,712,MNG,Mongolia,1984,1990,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Q7076333,Ochirbat,712,MNG,Mongolia,1990,1997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q334679,Bagabandi,712,MNG,Mongolia,1997,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54820,Enkhbayar,712,MNG,Mongolia,2005,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q57421,Elbegdorj,712,MNG,Mongolia,2009,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q22368,Chen Shui-bian,713,TWN,Taiwan,2000,2008,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q19216,Ma Ying-jeou,713,TWN,Taiwan,2008,2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q56226,Kim Jong Un,731,PRK,North Korea,2011,2015,,,1,1,0,1,1,1,1,1,0,0,1,1,0,
Q171684,Rhee,732,KOR,South Korea,1948,1960,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
Q469415,Ho Chong,732,KOR,South Korea,1960,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q483128,Chang Do Yong,732,KOR,South Korea,1961,1961,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Q6784197,Park Choong Hoon,732,KOR,South Korea,1980,1980,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Q242651,Roh Tae Woo,732,KOR,South Korea,1988,1993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q165210,Kim Young Sam,732,KOR,South Korea,1993,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q14342,Lee Myung Bak,732,KOR,South Korea,2008,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q138048,Park Geun-hye,732,KOR,South Korea,2013,2015,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Q494930,Matthew Bunker Ridgway,740,JPN,Japan,1951,1952,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Q301804,"Yoshida, Shigeru",740,JPN,Japan,1952,1954,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
Q351656,Ishibashi,740,JPN,Japan,1956,1957,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Q315572,Kishi,740,JPN,Japan,1957,1960,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Q299142,Ikeda,740,JPN,Japan,1960,1964,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q297644,Tanaka,740,JPN,Japan,1972,1974,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q317675,Miki,740,JPN,Japan,1974,1976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q315584,Fukuda,740,JPN,Japan,1976,1978,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q744989,Masayoshi Ito,740,JPN,Japan,1980,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q315551,Suzuki,740,JPN,Japan,1980,1982,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q250828,Nakasone,740,JPN,Japan,1982,1987,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q315561,Takeshita,740,JPN,Japan,1987,1989,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Q315579,Kaifu,740,JPN,Japan,1989,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q315565,Miyazawa,740,JPN,Japan,1991,1993,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q315555,Hosokawa,740,JPN,Japan,1993,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q315720,Hata,740,JPN,Japan,1994,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q309374,Hashimoto,740,JPN,Japan,1996,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q745045,Mikio Aoki,740,JPN,Japan,2000,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q233499,Yoshiro Mori,740,JPN,Japan,2000,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q130852,Junichiro Koizumi,740,JPN,Japan,2001,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q132345,Shinzo Abe,740,JPN,Japan,2006,2007,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
Q101137,Yasuo Fukuda,740,JPN,Japan,2007,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q132596,Taro Aso,740,JPN,Japan,2008,2009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Q131077,Hatoyama Yukio,740,JPN,Japan,2009,2010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q47846,Naoto Kan,740,JPN,Japan,2010,2011,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Q57647,Yoshihiko Noda,740,JPN,Japan,2011,2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q132345,Shinzo Abe,740,JPN,Japan,2012,2015,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
Q1047,Nehru,750,IND,India,1947,1964,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0
Q317769,Nanda,750,IND,India,1964,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q244689,Shastri,750,IND,India,1964,1966,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Q317769,Nanda,750,IND,India,1966,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1149,"Gandhi, I.",750,IND,India,1966,1977,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
Q218661,Desai,750,IND,India,1977,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q319824,Charan Singh,750,IND,India,1979,1980,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Q1149,"Gandhi, I.",750,IND,India,1980,1984,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
Q4593,"Gandhi, R.",750,IND,India,1984,1989,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
Q108730328,Pratap Singh,750,IND,India,1989,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q275146,Rao,750,IND,India,1991,1996,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Q233289,Vajpayee,750,IND,India,1996,1996,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Q377870,Gowda,750,IND,India,1996,1997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q248484,Gujral,750,IND,India,1997,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q233289,Vajpayee,750,IND,India,1998,2004,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
