qid,leader,ccode,iso3,country,start_year,end_year,theta,theta_se,theta_inst,theta_cult,gwf_regimetype,gwf_personal,gwf_years_matched
Q557995,Kayibanda,517,RWA,Rwanda,1961,1973,0.1880328971439202,0.633809701265643,-0.1487645764695935,0.4142693274765367,party-based,0.0,11
Q57308,Bouteflika,615,DZA,Algeria,1999,2015,0.1880328971439202,0.633809701265643,-0.1487645764695935,0.4142693274765367,military,0.0,12
Q273259,Dzeliwe Shongwe,572,SWZ,Eswatini,1982,1983,0.1847030021227141,0.6681111845289397,0.0324150586673437,-0.0551482592567135,monarchy,0.0,2
Q57444,Sayasone,812,LAO,Laos,2006,2015,0.1847030021227141,0.6681111845289397,0.0324150586673437,-0.0551482592567135,party-based,0.0,5
Q739795,Nguyen Van Linh,816,VNM,Vietnam,1986,1991,0.1847030021227141,0.6681111845289397,0.0324150586673437,-0.0551482592567135,party-based,0.0,6
Q1068511,Chavalit Yongchaiyudh,800,THA,Thailand,1996,1997,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,,,0
Q1373905,Thawan Thamrongnawasawat,800,THA,Thailand,1946,1947,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,personal,1.0,2
Q16140300,Niwattumrong Boonsongpaisan,800,THA,Thailand,2014,2014,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,,,0
Q210069,Obote,500,UGA,Uganda,1962,1971,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,personal,1.0,5
Q212058,Levy Mwanawasa,551,ZMB,Zambia,2002,2008,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,party-based,0.0,7
Q262589,Gebre Kidan,530,ETH,Ethiopia,1991,1991,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,military-personal,1.0,1
Q298079,Chulanont,800,THA,Thailand,2006,2008,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,military,0.0,1
Q298718,Ahidjo,471,CMR,Cameroon,1960,1982,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,party-personal,1.0,22
Q313424,Smith,552,ZWE,Zimbabwe,1965,1979,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,,,0
Q365971,Chamoun,660,LBN,Lebanon,1952,1958,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,,,0
Q424377,Afrifa,452,GHA,Ghana,1969,1969,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,military,0.0,1
Q439990,Thanon Kittakachorn,800,THA,Thailand,1963,1973,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,military-personal,1.0,11
Q485702,Panyarachun,800,THA,Thailand,1991,1992,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,military,0.0,1
Q51002,Rawlings,452,GHA,Ghana,1981,2001,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,personal,1.0,19
Q529433,Chanweerakul,800,THA,Thailand,2008,2008,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,,,0
Q879302,"Margai,M",451,SLE,Sierra Leone,1961,1964,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,,,0
Q975621,Sarit,800,THA,Thailand,1958,1963,0.1539212181013835,0.6647991755805044,-0.1469957884860511,-0.0387199350050526,military-personal,1.0,6
Q317659,Nygaardsvold,385,NOR,Norway,1945,1945,0.1070422995486879,0.6291267671384765,1.296728602517312,0.1136240493408832,,,0
Q123037,Mohammad Mossadeg,630,IRN,Iran,1951,1953,-0.011012455646635,0.6779866506864787,-0.1354708470439171,0.1682399312142551,monarchy,0.0,3
Q153509,Makarios,352,CYP,Cyprus,1960,1974,-0.011012455646635,0.6779866506864787,-0.1354708470439171,0.1682399312142551,,,0
Q156806,Karamanlis,350,GRC,Greece,1955,1958,-0.011012455646635,0.6779866506864787,-0.1354708470439171,0.1682399312142551,,,0
Q207942,Abacha,475,NGA,Nigeria,1993,1998,-0.011012455646635,0.6779866506864787,-0.1354708470439171,0.1682399312142551,military-personal,1.0,6
Q208355,Chissano,541,MOZ,Mozambique,1986,2005,-0.011012455646635,0.6779866506864787,-0.1354708470439171,0.1682399312142551,party-based,0.0,20
Q219918,Machel,541,MOZ,Mozambique,1975,1986,-0.011012455646635,0.6779866506864787,-0.1354708470439171,0.1682399312142551,party-based,0.0,11
Q223419,Roxas,840,PHL,Philippines,1946,1948,-0.011012455646635,0.6779866506864787,-0.1354708470439171,0.1682399312142551,,,0
Q314691,Boudiaf,615,DZA,Algeria,1992,1992,-0.011012455646635,0.6779866506864787,-0.1354708470439171,0.1682399312142551,party-military,0.0,1
Q319939,Garcia,840,PHL,Philippines,1957,1961,-0.011012455646635,0.6779866506864787,-0.1354708470439171,0.1682399312142551,,,0
Q327414,Bitat,615,DZA,Algeria,1978,1979,-0.011012455646635,0.6779866506864787,-0.1354708470439171,0.1682399312142551,party-military,0.0,2
Q333415,Babangida,475,NGA,Nigeria,1985,1993,-0.011012455646635,0.6779866506864787,-0.1354708470439171,0.1682399312142551,military,0.0,9
Q335684,Balewa,475,NGA,Nigeria,1960,1966,-0.011012455646635,0.6779866506864787,-0.1354708470439171,0.1682399312142551,,,0
Q354695,Gowon,475,NGA,Nigeria,1966,1975,-0.011012455646635,0.6779866506864787,-0.1354708470439171,0.1682399312142551,military,0.0,9
Q379827,Prem,800,THA,Thailand,1980,1988,-0.011012455646635,0.6779866506864787,-0.1354708470439171,0.1682399312142551,military-personal,1.0,9
Q455692,Rojas Pinillia,100,COL,Colombia,1953,1957,-0.011012455646635,0.6779866506864787,-0.1354708470439171,0.1682399312142551,military-personal,1.0,5
Q65917,Wilhelm Pieck,265,DEU,Germany,1946,1950,-0.011012455646635,0.6779866506864787,-0.1354708470439171,0.1682399312142551,party-based,0.0,1
Q342600,Do Muoi,816,VNM,Vietnam,1991,1997,-0.0113642627379713,0.6688934253565065,0.0278558682150636,0.4179836051697041,party-based,0.0,7
Q165292,Raul Castro,40,CUB,Cuba,2008,2015,-0.0160309429022749,0.7510900825115012,-0.1589404542628094,-0.3072556194697267,party-personal,1.0,3
Q314812,Jean-Claude Duvalier,41,HTI,Haiti,1971,1986,-0.0160309429022749,0.7510900825115012,-0.1589404542628094,-0.3072556194697267,personal,1.0,16
Q157197,Osman Daar,520,SOM,Somalia,1960,1967,-0.0234606285268624,0.6250151721541835,1.3458190210036638,0.5180926507479283,,,0
Q297957,Maumoon Abdul Gayoom,781,UNK,COW-781,1978,2008,-0.0241103542819508,0.7195848470663014,-0.1236207976410338,-0.4075601203618155,,,0
Q361581,Mwinyi,510,TZA,Tanzania,1985,1995,-0.0241103542819508,0.7195848470663014,-0.1236207976410338,-0.4075601203618155,party-based,0.0,11
Q104392,Naguib,651,EGY,Egypt,1952,1954,-0.038354623357747,0.6656775611043666,-0.1333216932470892,0.4343024549825549,party-personal-military,1.0,3
Q124993,Galtieri,160,ARG,Argentina,1981,1982,-0.038354623357747,0.6656775611043666,-0.1333216932470892,0.4343024549825549,military,0.0,2
Q127442,Chernenko,365,RUS,Russia,1984,1985,-0.038354623357747,0.6656775611043666,-0.1333216932470892,0.4343024549825549,party-based,0.0,2
Q155554,Marc Ravalomanana,580,MDG,Madagascar,2002,2009,-0.038354623357747,0.6656775611043666,-0.1333216932470892,0.4343024549825549,,,0
Q206048,Kasavubu,490,COD,Congo-Kinshasa,1960,1965,-0.038354623357747,0.6656775611043666,-0.1333216932470892,0.4343024549825549,personal,1.0,5
Q2566177,Pereda Asbun,145,BOL,Bolivia,1978,1978,-0.038354623357747,0.6656775611043666,-0.1333216932470892,0.4343024549825549,military-personal,1.0,1
Q269039,Banzer Suarez,145,BOL,Bolivia,1971,1978,-0.038354623357747,0.6656775611043666,-0.1333216932470892,0.4343024549825549,military-personal,1.0,8
Q312046,Papagos,350,GRC,Greece,1952,1955,-0.038354623357747,0.6656775611043666,-0.1333216932470892,0.4343024549825549,,,0
Q359536,Strijdom,560,ZAF,South Africa,1954,1958,-0.038354623357747,0.6656775611043666,-0.1333216932470892,0.4343024549825549,oligarchy,0.0,5
Q369988,Nazimuddin,770,PAK,Pakistan,1951,1953,-0.038354623357747,0.6656775611043666,-0.1333216932470892,0.4343024549825549,oligarchy,0.0,3
Q116718,Ugarteche,135,PER,Peru,1956,1962,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,military-personal,1.0,1
Q12002,Lleras Camargo,100,COL,Colombia,1958,1962,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,military-personal,1.0,1
Q134068,Sharif,770,PAK,Pakistan,1990,1993,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,,,0
Q151813,deKlerk,560,ZAF,South Africa,1989,1994,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,oligarchy,0.0,6
Q1538702,Rajapakse,780,LKA,Sri Lanka,2005,2015,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,,,0
Q234814,Khaleda Zia,771,BGD,Bangladesh,2001,2006,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,,,0
Q2607,Honecker,265,DEU,Germany,1971,1989,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,party-based,0.0,19
Q312185,Gierek,290,POL,Poland,1970,1980,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,party-based,0.0,11
Q317107,Muluzi,553,MWI,Malawi,1994,2004,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,personal,1.0,1
Q359490,"Margai, A",451,SLE,Sierra Leone,1964,1967,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,,,0
Q363392,Aoun,660,LBN,Lebanon,1988,1989,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,,,0
Q379725,Lissouba,484,COG,Congo-Brazzaville,1992,1997,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,,,0
Q43944,Hamid Karzai,700,AFG,Afghanistan,2001,2014,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,party-based,0.0,2
Q454025,Ngouabi,484,COG,Congo-Brazzaville,1969,1977,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,party-military,0.0,9
Q472323,Premadasa,780,LKA,Sri Lanka,1989,1993,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,party-based,0.0,5
Q489893,Akayev,703,KGZ,Kyrgyzstan,1990,2005,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,personal,1.0,14
Q540192,Vargas,100,COL,Colombia,1986,1990,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,,,0
Q57272,Biya,471,CMR,Cameroon,1982,2015,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,personal,1.0,29
Q57416,Joseph Kabila,490,COD,Congo-Kinshasa,2001,2015,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,personal,1.0,10
Q57418,Nguesso,484,COG,Congo-Brazzaville,1997,2015,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,personal,1.0,13
Q57452,Francois Bozize,482,CAF,Central African Republic,2003,2013,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,personal,1.0,7
Q57670,Yingluck Shinawatra,800,THA,Thailand,2011,2014,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,,,0
Q701841,Choonhavan,800,THA,Thailand,1988,1991,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,military-personal,1.0,1
Q708300,Theotokis,350,GRC,Greece,1950,1950,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,,,0
Q728833,Pastrana Borrero,100,COL,Colombia,1970,1974,-0.048971375007396,0.7167093999290475,-0.2542892814836335,-0.3981954817452386,,,0
Q2196351,Boun Oum,812,LAO,Laos,1960,1962,-0.1385340524661253,0.7325010071858536,0.0256944700849428,-0.317980030690242,personal,1.0,3
Q434419,Minh,817,VNM,Vietnam,1963,1964,-0.1385340524661253,0.7325010071858536,0.0256944700849428,-0.317980030690242,military,0.0,2
Q15029,Hu Jintao,710,CHN,China,2003,2012,-0.153341532033695,0.6726855939208862,-0.1259976270441043,0.5890978826389436,party-based,0.0,8
Q216943,Arbenz Guzman,90,GTM,Guatemala,1951,1954,-0.153341532033695,0.6726855939208862,-0.1259976270441043,0.5890978826389436,,,0
Q311431,Velasco Alvarado,135,PER,Peru,1968,1975,-0.153341532033695,0.6726855939208862,-0.1259976270441043,0.5890978826389436,military,0.0,7
Q336242,Maga,434,BEN,Benin,1960,1963,-0.153341532033695,0.6726855939208862,-0.1259976270441043,0.5890978826389436,personal,1.0,3
Q40495,Musharraf,770,PAK,Pakistan,1999,2008,-0.153341532033695,0.6726855939208862,-0.1259976270441043,0.5890978826389436,military-personal,1.0,9
Q468224,Castillo Armas,90,GTM,Guatemala,1954,1957,-0.153341532033695,0.6726855939208862,-0.1259976270441043,0.5890978826389436,personal,1.0,3
Q470492,Manigat,41,HTI,Haiti,1988,1988,-0.153341532033695,0.6726855939208862,-0.1259976270441043,0.5890978826389436,military,0.0,1
Q111149753,Yar'Adua,475,NGA,Nigeria,2007,2010,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,,,0
Q11270,Batista,40,CUB,Cuba,1952,1959,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,personal,1.0,7
Q1231345,Paul Kagame,517,RWA,Rwanda,1994,2015,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,party-military,0.0,17
Q156833,Alia,339,ALB,Albania,1985,1992,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,party-based,0.0,7
Q212286,Botha,560,ZAF,South Africa,1978,1989,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,oligarchy,0.0,12
Q2665236,Ahmed,771,BGD,Bangladesh,1990,1991,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,personal,1.0,1
Q284443,Chaudhri M. Ali,770,PAK,Pakistan,1955,1956,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,oligarchy,0.0,2
Q2877627,U Ba Swe,775,MMR,Myanmar,1956,1957,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,,,0
Q294618,Doe,450,LBR,Liberia,1980,1990,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,personal,1.0,11
Q314263,Siniora,660,LBN,Lebanon,2007,2008,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,,,0
Q314776,Ishaq Khan,770,PAK,Pakistan,1988,1988,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,military-personal,1.0,1
Q315633,Salinas,70,MEX,Mexico,1988,1994,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,party-based,0.0,7
Q31734536,Mohammad Habibur Rahman,771,BGD,Bangladesh,1996,1996,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,,,0
Q323218,Boniface Alexandre,41,HTI,Haiti,2004,2006,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,personal,1.0,1
Q333981,Yahya Khan,770,PAK,Pakistan,1969,1971,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,military-personal,1.0,3
Q336297,Kabbah,451,SLE,Sierra Leone,1998,2007,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,personal,1.0,1
Q381018,Calderon Sol,92,SLV,El Salvador,1994,1999,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,indirect military,0.0,1
Q529391,Hussein Bin Onn,820,MYS,Malaysia,1976,1981,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,party-based,0.0,6
Q586850,Maung Maung,775,MMR,Myanmar,1988,1988,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,military-personal,1.0,1
Q599988,Roch Marc Christian Kabore,439,BFA,Burkina Faso,2015,2015,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,,,0
Q732636,Bonifacio Ondo Edu,411,GIN,Guinea,1963,1968,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,,,0
Q887418,Hoyte,110,GUY,Guyana,1985,1992,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,,,0
Q888792,Koroma,451,SLE,Sierra Leone,1997,1998,-0.1682462835022542,0.7292213268064103,-0.1263443969262914,-0.307224101469176,personal,1.0,1
Q15850,Oleksandr Turchynov,369,UKR,Ukraine,2014,2014,-0.18504447266752,0.6630738279464578,2.7251532141525923,-0.3441294645114505,,,0
Q16054880,Yanukovych,369,UKR,Ukraine,2010,2014,-0.18504447266752,0.6630738279464578,2.7251532141525923,-0.3441294645114505,,,0
Q629702,Kuchma,369,UKR,Ukraine,1994,2005,-0.18504447266752,0.6630738279464578,2.7251532141525923,-0.3441294645114505,,,0
Q305669,Bonfoh,461,TGO,Togo,2005,2005,-0.4071046539242262,0.7140128084482993,1.4745145762396323,-0.2843458033270957,personal,1.0,1
Q308215,Shermarke,520,SOM,Somalia,1967,1969,-0.4071046539242262,0.7140128084482993,1.4745145762396323,-0.2843458033270957,,,0
Q311798,Nimeiri,625,SDN,Sudan,1971,1985,-0.4071046539242262,0.7140128084482993,1.4745145762396323,-0.2843458033270957,personal,1.0,15
Q319153,Hassan Sheikh Mohamud,520,SOM,Somalia,2012,2015,-0.4071046539242262,0.7140128084482993,1.4745145762396323,-0.2843458033270957,,,0
Q319216,Abboud,625,SDN,Sudan,1958,1964,-0.4071046539242262,0.7140128084482993,1.4745145762396323,-0.2843458033270957,military,0.0,6
Q387953,Sadiq al-Mahdi,625,SDN,Sudan,1986,1989,-0.4071046539242262,0.7140128084482993,1.4745145762396323,-0.2843458033270957,military,0.0,1
Q4414,Faure Gnassingbe,461,TGO,Togo,2005,2015,-0.4071046539242262,0.7140128084482993,1.4745145762396323,-0.2843458033270957,personal,1.0,6
Q561303,Grunitzky,461,TGO,Togo,1963,1967,-0.4071046539242262,0.7140128084482993,1.4745145762396323,-0.2843458033270957,personal,1.0,5
Q664052,Buhl,390,DNK,Denmark,1945,1945,-0.4071046539242262,0.7140128084482993,1.4745145762396323,-0.2843458033270957,,,0
Q168751,Mengistu,530,ETH,Ethiopia,1977,1991,-0.5242814927684394,0.8186791560495003,-0.1233079446818816,-0.2270019068688052,military-personal,1.0,15
Q1371619,Pirlog,359,MDA,Moldova,2009,2009,-0.6204282483414223,0.7970663142352831,0.0176851893560147,-0.2405799917134622,,,0
Q1736960,Katay Don Sasorith,812,LAO,Laos,1954,1956,-0.6204282483414223,0.7970663142352831,0.0176851893560147,-0.2405799917134622,,,0
Q1990673,Nikola Kljusev,343,MKD,North Macedonia,1991,1992,-0.6204282483414223,0.7970663142352831,0.0176851893560147,-0.2405799917134622,,,0
Q2300705,Somsanith,812,LAO,Laos,1960,1960,-0.6204282483414223,0.7970663142352831,0.0176851893560147,-0.2405799917134622,personal,1.0,1
Q313707,Van Thieu,817,VNM,Vietnam,1965,1975,-0.6204282483414223,0.7970663142352831,0.0176851893560147,-0.2405799917134622,military,0.0,11
Q320156,Mkapa,510,TZA,Tanzania,1995,2005,-0.6204282483414223,0.7970663142352831,0.0176851893560147,-0.2405799917134622,party-based,0.0,11
Q401076,Abdallah,581,UNK,COW-581,1975,1975,-0.6204282483414223,0.7970663142352831,0.0176851893560147,-0.2405799917134622,,,0
Q5018756,John Magufuli,510,TZA,Tanzania,2015,2015,-0.6204282483414223,0.7970663142352831,0.0176851893560147,-0.2405799917134622,,,0
Q504362,Khanh,817,VNM,Vietnam,1964,1964,-0.6204282483414223,0.7970663142352831,0.0176851893560147,-0.2405799917134622,military,0.0,1
Q545539,Truong Chinh,816,VNM,Vietnam,1986,1986,-0.6204282483414223,0.7970663142352831,0.0176851893560147,-0.2405799917134622,party-based,0.0,1
Q558802,Nasir,781,UNK,COW-781,1957,1978,-0.6204282483414223,0.7970663142352831,0.0176851893560147,-0.2405799917134622,,,0
Q57488,Kikwete,510,TZA,Tanzania,2005,2015,-0.6204282483414223,0.7970663142352831,0.0176851893560147,-0.2405799917134622,party-based,0.0,6
Q6434680,Kouprasith,812,LAO,Laos,1964,1964,-0.6204282483414223,0.7970663142352831,0.0176851893560147,-0.2405799917134622,,,0
Q100280563,Traore,432,MLI,Mali,1968,1991,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,personal,1.0,24
Q107431,Pires,402,CPV,Cape Verde,1975,1991,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,,0
Q1077326,Heunis,560,ZAF,South Africa,1989,1989,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,oligarchy,0.0,1
Q10874521,Xi Jinping,710,CHN,China,2012,2015,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,,0
Q1091523,Ahmadinejad,630,IRN,Iran,2005,2013,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,0.0,6
Q117096,Magsaysay,840,PHL,Philippines,1953,1957,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,,0
Q118272,Elias Hrawi,660,LBN,Lebanon,1989,1998,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,,0
Q12149,Thein Sein,775,MMR,Myanmar,2011,2015,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,,0
Q1258656,Voulgaris,350,GRC,Greece,1945,1945,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,,0
Q1317228,Mohammad Hashim Maiwandwal,700,AFG,Afghanistan,1965,1967,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,monarchy,0.0,3
Q1347953,Jonathan,570,LSO,Lesotho,1966,1986,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,party-based,0.0,16
Q13550478,Nouri Abusahmain,620,LBY,Libya,2013,2014,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,,0
Q1371474,Tsirimokos,350,GRC,Greece,1965,1965,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,,0
Q1371543,Pipinelis,350,GRC,Greece,1963,1963,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,,0
Q1374014,Senilagakali,950,FJI,Fiji,2006,2007,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,,0
Q1392087,Poulitsas,350,GRC,Greece,1946,1946,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,,0
Q1397698,Mohammad Musa Shafiq,700,AFG,Afghanistan,1972,1973,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,monarchy,0.0,2
Q1397999,Lekhanya,570,LSO,Lesotho,1986,1991,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,military,0.0,6
Q1490067,Hector Caraccioli,91,HND,Honduras,1956,1957,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,party-personal,1.0,1
Q152369,Mebazaa,616,TUN,Tunisia,2011,2011,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,,0
Q1561693,Khan Noon,770,PAK,Pakistan,1957,1958,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,oligarchy,0.0,2
Q15633683,Catherine Samba-Panza,482,CAF,Central African Republic,2014,2015,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,,0
Q156505,Papadopoulos,350,GRC,Greece,1967,1973,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,military,0.0,6
Q165672,Iajuddin,771,BGD,Bangladesh,2006,2007,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,,0
Q179242,Laurent Gbagbo,437,CIV,Ivory Coast,2000,2011,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,personal,1.0,11
Q181606,Mavromichalis,350,GRC,Greece,1963,1963,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,,0
Q18352991,Edgar Lungu,551,ZMB,Zambia,2015,2015,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,,,0
Q188667,Burhanuddin Rabbani,700,AFG,Afghanistan,1992,1996,-0.6462252606403461,0.7937454976614846,-0.1009250686529831,-0.2339120161537076,party-personal,1.0,1
